date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,41.13000106811523,12.480999946594238,36.5359992980957,9.354999542236328,4.423999786376953,1.3109999895095823,38.6619987487793
2016-07-01 05:00:00,36.77399826049805,10.973999977111816,34.928001403808594,9.248000144958496,2.0360000133514404,0.0,30.53199958801269
2016-07-01 10:00:00,35.93600082397461,9.550000190734863,34.257999420166016,8.041999816894531,1.2690000534057615,0.0,27.45599937438965
2016-07-01 15:00:00,40.29199981689453,13.487000465393065,39.055999755859375,11.875,1.2690000534057615,0.0,26.79700088500977
2016-07-01 20:00:00,41.13000106811523,12.64900016784668,37.76900100708008,10.401000022888184,2.7079999446868896,0.0,26.13750076293945
2016-07-02 01:00:00,32.92100143432617,9.968000411987305,32.273998260498054,8.819000244140625,0.0,0.0,26.357500076293945
2016-07-02 06:00:00,30.072999954223643,7.454999923706055,28.68199920654297,6.111999988555907,1.2899999618530271,0.0,25.917999267578125
2016-07-02 11:00:00,31.58099937438965,7.706999778747559,28.76300048828125,6.004000186920166,2.483999967575073,0.0,25.917999267578125
2016-07-02 16:00:00,32.333999633789055,8.711999893188478,28.36000061035156,6.620999813079834,3.88100004196167,1.22599995136261,27.67600059509277
2016-07-02 21:00:00,31.32900047302246,8.376999855041504,28.68199920654297,6.5939998626708975,3.6040000915527344,0.0,29.21349906921387
2016-07-03 02:00:00,36.858001708984375,11.225000381469728,32.67599868774414,8.791999816894531,3.433000087738037,1.2369999885559082,28.554500579833984
2016-07-03 07:00:00,32.75299835205078,8.963000297546387,29.5939998626709,7.077000141143799,3.1559998989105225,0.0,27.675500869750977
2016-07-03 12:00:00,35.518001556396484,12.815999984741213,32.03300094604492,10.722000122070312,3.1559998989105225,0.0,31.41150093078613
2016-07-03 17:00:00,40.459999084472656,14.324000358581545,36.8849983215332,11.847999572753904,3.0169999599456787,0.0,32.72949981689453
2016-07-03 22:00:00,38.198001861572266,13.067999839782717,34.365001678466804,10.560999870300291,3.92300009727478,1.246999979019165,29.87299919128418
2016-07-04 03:00:00,34.68000030517578,12.732999801635742,32.38100051879883,11.12399959564209,1.940000057220459,0.0,28.55500030517578
2016-07-04 08:00:00,33.84199905395508,9.465999603271484,31.631000518798828,8.203000068664549,1.962000012397766,0.0,27.89550018310547
2016-07-04 13:00:00,40.459999084472656,13.487000465393065,38.49300003051758,11.579999923706056,1.962000012397766,0.0,36.46500015258789
2016-07-04 18:00:00,43.97800064086914,13.487000465393065,40.28900146484375,10.776000022888184,3.1879999637603764,0.0,32.94900131225586
2016-07-04 23:00:00,37.025001525878906,10.805999755859377,33.077999114990234,8.604999542236326,4.446000099182129,1.246999979019165,31.631000518798828
2016-07-05 04:00:00,33.50699996948242,9.717000007629396,30.82699966430664,7.960999965667725,2.984999895095825,0.0,28.77449989318848
2016-07-05 09:00:00,36.77399826049805,11.47599983215332,34.928001403808594,9.756999969482422,2.9749999046325684,0.0,31.631000518798828
2016-07-05 14:00:00,39.37099838256836,11.5600004196167,36.24100112915039,9.48900032043457,2.943000078201294,0.0,30.97150039672852
2016-07-05 19:00:00,34.763999938964844,9.633000373840332,31.54999923706055,7.532000064849853,2.996000051498413,0.0,33.388999938964844
2016-07-06 00:00:00,37.44400024414063,11.47599983215332,34.44499969482422,9.435999870300291,2.9749999046325684,0.0,33.16899871826172
2016-07-06 05:00:00,37.10900115966797,11.5600004196167,34.98199844360352,9.890999794006348,2.7720000743865967,0.0,32.72949981689453
2016-07-06 10:00:00,35.76900100708008,11.225000381469728,32.327999114990234,9.248000144958496,2.7720000743865967,0.0,32.72949981689453
2016-07-06 15:00:00,43.30799865722656,13.904999732971191,41.20000076293945,11.526000022888184,2.740000009536743,0.0,36.24549865722656
2016-07-06 20:00:00,46.90999984741211,13.067999839782717,42.24599838256836,9.890999794006348,3.816999912261963,1.2790000438690186,32.94900131225586
2016-07-07 01:00:00,40.71099853515625,11.979000091552734,37.2869987487793,9.381999969482422,3.816999912261963,0.0,33.60850143432617
2016-07-07 06:00:00,42.80500030517578,12.732999801635742,40.31600189208984,10.560999870300291,2.430999994277954,0.0,33.16899871826172
2016-07-07 11:00:00,42.1349983215332,10.470999717712402,39.83300018310547,8.550999641418457,2.3559999465942383,0.0,38.00299835205078
2016-07-07 16:00:00,45.1510009765625,16.334999084472653,42.459999084472656,12.517999649047852,2.227999925613404,0.0,48.98899841308594
2016-07-07 21:00:00,50.00899887084961,14.659000396728516,45.8650016784668,11.204999923706056,3.753000020980835,1.2369999885559082,40.20050048828125
2016-07-08 02:00:00,43.14099884033203,12.984000205993652,40.02099990844727,10.239999771118164,2.559000015258789,0.0,37.5634994506836
2016-07-08 07:00:00,42.1349983215332,12.899999618530272,40.39599990844727,10.776000022888184,1.2150000333786009,0.0,36.46500015258789
2016-07-08 12:00:00,49.50699996948242,16.0,47.47299957275391,13.187999725341797,1.2580000162124634,0.0,44.59500122070313
2016-07-08 17:00:00,50.76300048828125,17.423999786376953,48.09000015258789,14.340999603271484,2.494999885559082,0.0,46.352500915527344
2016-07-08 22:00:00,50.26100158691406,16.334999084472653,48.09000015258789,13.510000228881836,2.430999994277954,0.0,40.41999816894531
2016-07-09 03:00:00,43.72700119018555,13.821999549865724,41.14699935913086,11.472999572753904,1.246999979019165,0.0,37.5634994506836
